Transaction_ID,Patient_ID,Start_Time,End_Time,Latency_Seconds,Status
56,CLOUD_LAT_XRD_20260219_180936_P000001,1771524582.900732620,1771524582.975668792,.074936172,SUCCESS
57,CLOUD_LAT_XRD_20260219_180936_P000002,1771524582.987587233,1771524583.061865681,.074278448,SUCCESS
58,CLOUD_LAT_XRD_20260219_180936_P000003,1771524583.073339506,1771524583.157677026,.084337520,SUCCESS
59,CLOUD_LAT_XRD_20260219_180936_P000004,1771524583.169249854,1771524583.244767648,.075517794,SUCCESS
60,CLOUD_LAT_XRD_20260219_180936_P000005,1771524583.256400678,1771524583.330543321,.074142643,SUCCESS
61,CLOUD_LAT_XRD_20260219_180936_P000001,1771524583.342119849,1771524583.416377496,.074257647,SUCCESS
62,CLOUD_LAT_XRD_20260219_180936_P000002,1771524583.427754916,1771524583.503211207,.075456291,SUCCESS
63,CLOUD_LAT_XRD_20260219_180936_P000003,1771524583.514745334,1771524583.595072405,.080327071,SUCCESS
64,CLOUD_LAT_XRD_20260219_180936_P000004,1771524583.606475528,1771524583.682057124,.075581596,SUCCESS
65,CLOUD_LAT_XRD_20260219_180936_P000005,1771524583.693536148,1771524583.771605536,.078069388,SUCCESS
66,CLOUD_LAT_XRD_20260219_180936_P000001,1771524583.782991158,1771524583.856283269,.073292111,SUCCESS
67,CLOUD_LAT_XRD_20260219_180936_P000002,1771524583.867902999,1771524583.941047705,.073144706,SUCCESS
68,CLOUD_LAT_XRD_20260219_180936_P000003,1771524583.951667497,1771524584.023729763,.072062266,SUCCESS
69,CLOUD_LAT_XRD_20260219_180936_P000004,1771524584.035194387,1771524584.109483835,.074289448,SUCCESS
70,CLOUD_LAT_XRD_20260219_180936_P000005,1771524584.120620947,1771524584.193502243,.072881296,SUCCESS
71,CLOUD_LAT_XRD_20260219_180936_P000001,1771524584.204635055,1771524584.307650888,.103015833,SUCCESS
72,CLOUD_LAT_XRD_20260219_180936_P000002,1771524584.319743741,1771524584.390866402,.071122661,SUCCESS
73,CLOUD_LAT_XRD_20260219_180936_P000003,1771524584.401645805,1771524584.474735040,.073089235,SUCCESS
74,CLOUD_LAT_XRD_20260219_180936_P000004,1771524584.485608147,1771524584.559269603,.073661456,SUCCESS
75,CLOUD_LAT_XRD_20260219_180936_P000005,1771524584.570765634,1771524584.646110454,.075344820,SUCCESS
76,CLOUD_LAT_XRD_20260219_180936_P000001,1771524584.657575382,1771524584.732850899,.075275517,SUCCESS
77,CLOUD_LAT_XRD_20260219_180936_P000002,1771524584.744113121,1771524584.819011024,.074897903,SUCCESS
78,CLOUD_LAT_XRD_20260219_180936_P000003,1771524584.831054574,1771524584.906109082,.075054508,SUCCESS
79,CLOUD_LAT_XRD_20260219_180936_P000004,1771524584.917827221,1771524584.998888954,.081061733,SUCCESS
80,CLOUD_LAT_XRD_20260219_180936_P000005,1771524585.010595593,1771524585.086901349,.076305756,SUCCESS
81,CLOUD_LAT_XRD_20260219_180936_P000001,1771524585.098426879,1771524585.171853327,.073426448,SUCCESS
82,CLOUD_LAT_XRD_20260219_180936_P000002,1771524585.182957443,1771524585.257167120,.074209677,SUCCESS
83,CLOUD_LAT_XRD_20260219_180936_P000003,1771524585.268406440,1771524585.341629880,.073223440,SUCCESS
84,CLOUD_LAT_XRD_20260219_180936_P000004,1771524585.352851300,1771524585.427974711,.075123411,SUCCESS
85,CLOUD_LAT_XRD_20260219_180936_P000005,1771524585.439227132,1771524585.511842749,.072615617,SUCCESS
86,CLOUD_LAT_XRD_20260219_180936_P000001,1771524585.523380381,1771524585.596352812,.072972431,SUCCESS
87,CLOUD_LAT_XRD_20260219_180936_P000002,1771524585.607767339,1771524585.683163260,.075395921,SUCCESS
88,CLOUD_LAT_XRD_20260219_180936_P000003,1771524585.694311978,1771524585.768849068,.074537090,SUCCESS
89,CLOUD_LAT_XRD_20260219_180936_P000004,1771524585.779299658,1771524585.850511423,.071211765,SUCCESS
90,CLOUD_LAT_XRD_20260219_180936_P000005,1771524585.861534335,1771524585.934740774,.073206439,SUCCESS
91,CLOUD_LAT_XRD_20260219_180936_P000001,1771524585.946111500,1771524586.022621163,.076509663,SUCCESS
92,CLOUD_LAT_XRD_20260219_180936_P000002,1771524586.034369703,1771524586.108724185,.074354482,SUCCESS
93,CLOUD_LAT_XRD_20260219_180936_P000003,1771524586.119614193,1771524586.190907561,.071293368,SUCCESS
94,CLOUD_LAT_XRD_20260219_180936_P000004,1771524586.201835270,1771524586.274106975,.072271705,SUCCESS
95,CLOUD_LAT_XRD_20260219_180936_P000005,1771524586.285066384,1771524586.354666189,.069599805,SUCCESS
96,CLOUD_LAT_XRD_20260219_180936_P000001,1771524586.365272086,1771524586.437672995,.072400909,SUCCESS
97,CLOUD_LAT_XRD_20260219_180936_P000002,1771524586.448871014,1771524586.522770779,.073899765,SUCCESS
98,CLOUD_LAT_XRD_20260219_180936_P000003,1771524586.534209607,1771524586.605969592,.071759985,SUCCESS
99,CLOUD_LAT_XRD_20260219_180936_P000004,1771524586.617293716,1771524586.688784491,.071490775,SUCCESS
100,CLOUD_LAT_XRD_20260219_180936_P000005,1771524586.699783603,1771524586.774122885,.074339282,SUCCESS
101,CLOUD_LAT_XRD_20260219_180936_P000001,1771524586.784976591,1771524586.858909258,.073932667,SUCCESS
102,CLOUD_LAT_XRD_20260219_180936_P000002,1771524586.870423589,1771524586.944174049,.073750460,SUCCESS
103,CLOUD_LAT_XRD_20260219_180936_P000003,1771524586.955620377,1771524587.031922932,.076302555,SUCCESS
104,CLOUD_LAT_XRD_20260219_180936_P000004,1771524587.043363160,1771524587.119473209,.076110049,SUCCESS
105,CLOUD_LAT_XRD_20260219_180936_P000005,1771524587.130991539,1771524587.205819139,.074827600,SUCCESS
106,CLOUD_LAT_XRD_20260219_180936_P000001,1771524587.217085561,1771524587.292074467,.074988906,SUCCESS
107,CLOUD_LAT_XRD_20260219_180936_P000002,1771524587.303256886,1771524587.377688871,.074431985,SUCCESS
108,CLOUD_LAT_XRD_20260219_180936_P000003,1771524587.389400309,1771524587.463354476,.073954167,SUCCESS
109,CLOUD_LAT_XRD_20260219_180936_P000004,1771524587.474600097,1771524587.550907153,.076307056,SUCCESS
110,CLOUD_LAT_XRD_20260219_180936_P000005,1771524587.561995568,1771524587.636977274,.074981706,SUCCESS
111,CLOUD_LAT_XRD_20260219_180936_P000001,1771524587.648380400,1771524587.723818623,.075438223,SUCCESS
112,CLOUD_LAT_XRD_20260219_180936_P000002,1771524587.735176648,1771524587.808893806,.073717158,SUCCESS
113,CLOUD_LAT_XRD_20260219_180936_P000003,1771524587.820349435,1771524587.896150771,.075801336,SUCCESS
114,CLOUD_LAT_XRD_20260219_180936_P000004,1771524587.907528198,1771524587.982450302,.074922104,SUCCESS
115,CLOUD_LAT_XRD_20260219_180936_P000005,1771524587.993538616,1771524588.068184809,.074646193,SUCCESS
116,CLOUD_LAT_XRD_20260219_180936_P000001,1771524588.079578136,1771524588.162807750,.083229614,SUCCESS
117,CLOUD_LAT_XRD_20260219_180936_P000002,1771524588.174666294,1771524588.247535121,.072868827,SUCCESS
118,CLOUD_LAT_XRD_20260219_180936_P000003,1771524588.258709839,1771524588.333911153,.075201314,SUCCESS
119,CLOUD_LAT_XRD_20260219_180936_P000004,1771524588.344874964,1771524588.420363289,.075488325,SUCCESS
120,CLOUD_LAT_XRD_20260219_180936_P000005,1771524588.431747314,1771524588.504703944,.072956630,SUCCESS
121,CLOUD_LAT_XRD_20260219_180936_P000001,1771524588.516014068,1771524588.589490817,.073476749,SUCCESS
122,CLOUD_LAT_XRD_20260219_180936_P000002,1771524588.601046050,1771524588.675615841,.074569791,SUCCESS
123,CLOUD_LAT_XRD_20260219_180936_P000003,1771524588.686613852,1771524588.760824829,.074210977,SUCCESS
124,CLOUD_LAT_XRD_20260219_180936_P000004,1771524588.771823740,1771524588.846594238,.074770498,SUCCESS
125,CLOUD_LAT_XRD_20260219_180936_P000005,1771524588.857845459,1771524588.931845028,.073999569,SUCCESS
126,CLOUD_LAT_XRD_20260219_180936_P000001,1771524588.943203153,1771524589.019830820,.076627667,SUCCESS
